,sid,did
31,1,a03734b83fb3ee6ec10228933081931b78872ffb63d5575776f17413dc65a27a
32,1,4f8eda3da2db786231a22f1ea528893ec53b2330a31f66a34ddb86e0c5e96cc1
33,1,0d9ff14613d054017d8e2d1478e3561aed4974231684288a46c858a52ed2d4aa
34,1,55e18657adb0ea0cd6f084024889719072612e5ba463c51df1aea0b14241dd24
35,1,1ed73220526d637b21bb3f32cc4470b73de139db98718d73026636b1891ad9e0
36,1,d7a86bccec436e2c5dc9d39622029efd8fcc1aa1f97b7db03c9d328b8c763e3f
37,1,0575ce5e6bd0dfc77464c2ee9fdb949e79137f5d8108495411966ed8f0faef88
38,1,646b089d0bf46c01fa84a0a8f0f32281c8e477f4198fee982e27071de148ecf8
39,1,23be1b46ae9b4af5856a0dc86fc2d23b6d47fdc6ee11824fbf5e6e21c6585e0e
40,1,81405b245016890013e039994a544eb6d72895229d76c65e0dc98e0184da47ee
41,1,d0662f57f08fd9d961001af399b766872c2a8498e55eb44c89c8114716af5ed3
42,1,4f85dddc687e2127a0e6289f41575215cea21ff46ec1e4033283e5638c18e02a
43,1,25d757a54285a5e07da507dd4a84b8e41cee0857f6c85c33ad2275df628f4261
44,1,6b52dd17f1b7d3d1bdb03129cb303ef9253a69ad5a71f772126c4534330bdf77
45,1,156eca1156ef79966d7195c9e8fcbe21f973e67e2a176f4b03c942a4770b330a
46,1,9a581dd8511f0928b9513e985646164d3c75008262db5c98d45772e33df14955
47,1,116832f7c191fdd2a0dedf55ca1c94da4a984ca90d5fdb3512c75e5707a52cb6
48,1,55e18657adb0ea0cd6f084024889719072612e5ba463c51df1aea0b14241dd24
49,1,7ea71e016be848783fe48b4328eba98e0c4062c6523fd67b1b3b65090cb82c42
50,1,6844c226c2e8cddf913323fb067bfe29c5d6fd9504ff509bbd14f725c1b7e8a1
51,1,bf637cdd96c67650d95e40b72f998b43915a2e788e4387debc1bbdef8e6d9e8e
52,1,f250ba008c047e0817e889e13751c9b43148613ae39bf256acabe3d64a83bd57
53,1,7ca2a88bcaa9b73393e0e3859ca241218abc3bde02b8772abb508ceb06e118ff
54,1,129dca7d5467b4f989a4a4e0bd1f4183473aba195c3681f15fbb16a241073995
55,1,b8e66d5694ab44414f70705b86df366027175016ec4268098de32e64dcafa0bb
56,1,7ba506350da52c684a774c80f30302f07136c96cb92443083f7c0100b996a741
57,1,5cec93bbffba8d4940d0d46c25afb788fb8a7fb843dc374219b1937af9ed0857
58,1,4c788afca848cfadd9ecb0510a7bd57e572d3cf2a663ec657c252393728dedb8
59,1,aa0c116cd35940f15bf67fe0de609af6b1a7f1410f37fb9cb69256588dcf016a
60,1,2b7ef00e0b03ce5017c954c73fe2e6ddd4afa54acdb386101676f226bd22dd28
61,1,5b6024b0daa637f7199bdae34e98a9c4fcb7f0e431b7f9ecc298dc326a84bd07
62,1,49e52a302953a24f440d1dfd273dc8d75c882b7ff32ceeb0ed62387e43ac69f6
63,1,7b27c2ed1aaccb3be0e075adc86a0561edbc0bd51a46fee3054efa2ba786463c
64,1,17ad93659beeb81ad09edf36467e70c8708b5b61dc4ed5272d85c2a7f667df46
65,1,2deb2be07f792cf7155b0a006d6ab02119390d518f0bb754ce2ac9ac1ff249a4
66,1,da722689fdeca5ac09dee39644b9e8a1fd670b914e061ca4d4abf3fc2e1b04e6
67,1,b09fc4d75fbfe6f9cc9e428928b7a5f933d0f0cfc49a162b811cbf81917dde41
68,1,a52add83740118999cc08836bd832946ae3991a433202523cbdf885ed2b3f6f6
69,1,b73dc6b646da6efa0c9e36fc8866a67c2396d3cab3113ea50e4fcde50d339834
70,1,3d1f6ef9454f53003f793f6a766d6b93edd6554cd4e9e3f2a52e739ad7831d35
71,1,d4ba40774f1909ac3c1228e5af09057a184a13f98a3093b4b762e890b7853141
72,1,8d5ae76c5cee21c976206ee3d3e50798685184aee19efb3fed48aba6b0544fda
73,1,d6ca9bf7b6f08471889ddd35a1ff2f2bec26eb64b8ddaff351095fefc529eca0
74,1,6d7b976dad53dbd0bd0bde29621ad592e727e23b25fc487bde1129946a5e4df0
75,1,b178adadc76880c8905bf0f10df03bad985f65f24feeae2719e0bb0b52785c41
76,1,33f4e5d9cfd7292c06ddd657c1758c10632712fb59223676e772cfb058195a5c
77,1,fd00405a978573f1d0173cbe6dc34db37da66a7349acb8e3a28f6c1b7f3f52c9
78,1,5177074141e7a8cd6448681a437305f3ae439bfae0fe45704f79066a506b496f
79,1,aab1ba2133c83e8755fba0ece2cb89b2b5c1ec816072e8a13ddc625aa503e6ca
80,1,cad3046e8e69ea0634acff63460685d0b53845d96ec1b6f95f0e203824b130d4
81,1,de378c759d54137431f878c7e47fae5014b66aa35754d54dacadef7d9322f333
82,1,41005d051846e9c97522b93df209cba6889759b2e71d06ac62b9df16f877f677
83,1,26db48864f9a2dea8a7aa45ee29f85ed37c6b4657356b9f6eca42d1a6981c487
84,1,1824d90459994993c4ef87f72113c1c5355f583ae5cccdb7b8b9d8e9710c8677
85,1,44e7cb0bd18a04ab3a3fd0b40cf5a3f47dd6d4931c6bb4770b36ecdac039f1ac
86,1,2cb20550f968acc9277e7ad995186afbe58f39ca261ac048e8e1e734be869415
87,1,245a2ee334cc6bc27bfbfa9b1363e7f98a3ef4938e0e4b63c6a14f344725f2c0
88,1,997c51c97e505027f648a426aa384d2aad6711f9a1b9daa335360be416765ad3
89,1,debc4f5ae725858d65a3e477b06eec2c3602d2463f18d2aa12a1bdb643f6dbf1
90,1,07edee53d2da8df6ccbbf84be9dce44921f2849ff7946b77d3e778681af52b2a
91,1,cfd27c89f073bb40f7a0bebc445d3762f6793eca29bda834a873aac1729de307
92,1,0ad82a60821271469be9d272134ffc8322ae9eb93bce68aa03b1c759bd1fe583
93,1,4a0c174af37d57e3103bfac2a8e41f29c1c03aeee76478a7274c01a6d7945172
94,1,75e7b01fd02081cc10b8723ccff380705c52cc658c7a1f9f5535834115975f18
95,1,8104ad434d34be3d51ddf9d93025f0a19712660d23570a20715c3658aacf9191
96,1,b999a94933ca5a63afb339095f089432088ea01e7013d04868194002d82f372a
97,1,4dc9312a2020c9eee63ef48673b68449608cfb3609d17ad8281866445eddec4f
98,1,e9ce6055ec3cf7fb85d32664f1a57aa065ab4d3b02cfa24e434a66ab41431111
99,1,eca418db9658ca1ee0e73299683285918cce6a346bb8757a85a0265c579e648e
100,1,c9cda8e84f0b2295236bbef92d94c4637487149f801d01d99bbe3d3c39f835c8
101,1,a7c38f835c227bcb958d2563e75dc053d33e7a7f92b89049e0d767e6ce24f25a
102,1,b29e1a8800367a4b312b2f9a4174a55916664b1d7dd9090b26b0530274b645da
103,1,3b01a6c54f87507e8349334ebf4933767bc1a703357d777c4bc7a30b0117890c
104,1,da2441a1f234d3aa1792a5ea04c034552530a0be413940d791d99fdbf2031ec7
105,1,cb421956b4626ebee121278db5cc2c27253ceaa1e10be27597617635436fa7a5
106,1,c5fbd328656e348e5c2a12c52597aecc7cb002a8d06cc7dcfb1a9134ffd6c896
107,1,9383617929b78d40ab19775ee7cadba97bae83edee9368b94264879c47627194
108,1,55e18657adb0ea0cd6f084024889719072612e5ba463c51df1aea0b14241dd24
109,1,768f01a09bc5f11e9be9edb3c6763360ff6973137f9984bc88c08bf2f1c563da
110,1,0d0dcbfb849324684e6a92d44f5b3d016cc44f5cf7d22d5e599bd69ee74b5a2b
111,1,a29774106d6b386946a4aede6833df6ecf220e3c43a10c4003988edfdca0bec9
112,1,4d53551b825a93bd30a47dbf46cd3bab304245342c2159fedd173d08aee50d84
113,1,74055c87bb153c803b1fe0f54e90c4ef7534ef4479545d1932b273d53efb160f
114,1,14bae24488f19b2688795a5c79ff27574910703835e17456705c8f2807082eaa
115,1,228a0f0f860819295f861dfa8f81e77dc15755c3830d570524b9763ec27994f0
116,1,34cf404cc3299b3b7cd8ad5b1a506e55bac11302549a49ccc61ff593cde7660d
117,1,4fea7140eac6300f6c9e7435453fdc7ca30eac7c5144f20ebac03103a524c342
118,1,5ff5e0c8124a22e667337d9d863c554fc5d65c58e1b1f66519bc8c6abfa7bd09
119,1,5547e8f87e3b28ef5c09b5120f30607d474beda65de0e9c7e321e3ee4ebe6246
120,1,fa3e9eef9d79cd44405b3cb1f44774580bbb94033771944e6b9ac5b375897c8e
121,1,d67e92d8128ff39f7d45c654c943c030dfb48610d90d79fdb9fc510bf5dbdcd2
122,1,0a24ef349559e2d880776164d996636ee4ed59c328f684a429b9fe15bc487106
123,1,87b956209d35a754f761c2c034bb127ade80b9403b395a803f5b1e95a81cdd1a
124,1,c2f2fb1f8aba9919e7fd7bf8738126f7fce6fcc81861bc6e5f1053c2a43c6f28
125,1,c0d7dcf5fa99d9741360e94b4ea895de4609ade084d7e081c88970f58922e206
126,1,52c1d5b2eb1bd40be25e02718bf2e6994c7bd13f7695ac6f78cc3ade32935ee5
127,1,44e3eebb7f57634820a9c6c7eda5063bb64c1388f23d2003b96210d10d006ac9
128,1,4041656dca9016a5608e0ad237aa9ff6f2e604fe40c5accee6698b2438813d4f
129,1,96160c8f87c0021679badd95fa0f2bdab7aa32eeced37f9a828d662732880cd9
130,1,6026b116e4b3e2967d79bf08548ef757113045a4d4953cd38127f08b48c8735d
131,1,14a53ea5c9ffb5fed4cd90ea9c6ed72dfec88971264ca17d1f8c8ba880cc70be
132,1,5b2efafff2a754cc8de402a81674c7f23c6e63259c5ce1f8c4d340658da06025
133,1,6e38d6c58b96992729df4914821a1616f8818765e0026abc15b08a94032be6a9
134,1,e3f79e0753a33d68834e923f96e64435637f44484062fb038f781040be3dc87d
135,1,59489529506ffae6c56e492e872535bb4146541feaa2a48b4515f7552c5ed54a
136,1,51b73e8bb78aba42b583a1638b4eebd5c81deac7a0cd79cd7726f68884f3121c
137,1,d5ca60baf6d926bb4d89a2c2261565fba6fedb3db27303fa13bb8e0c5539bb4b
138,1,27e268f0871a2335d7c1d020f2a6e64c4265e20af671072df680951788cf94a5
139,1,6da049b60d2ccbe0a1024b965fd186caaca722d86b3f5fa588d871a5e61d2e48
140,1,014f91f831b17a6b16514eab077b05a47a3810d1fa0395be010e882f5021c6ee
141,1,bb3b97c8e7b84622670f0468ee86465e05a2d81d4b04870a59469d42a151e594
142,1,414ab71f791ee2b09fddccff02d346ee9ee984831829de7134c7b0734112f912
143,1,5688cbf6761d7e4cbb7ddd105bfc1f537198f1d5bed2ad944a76bd13ea9d9622
144,1,1a8b0926459203a21b08a24de17c02f72c2c3227bca62b75809843646d8d378a
145,1,f55279a3e7c4dc8fc4a8d4cfab14f0271b5bce211b92a06f694c5161a27c997e
146,1,bfa54637689ec046324c3f741dd2e0bba235fb33e3766d14cb64ba9b7c96f3ae
147,1,d1c3f227a7b16b3b277ceb55011c1c204de9e042d94708e53a4094a579e54bc9
148,1,3cb16fec19383603c1d43acbdf6a169893b01b2c9454ad7c367762054b357946
149,1,97c82691b7cbf2d460c4c7c6f54d6b4306c034eb129fc2ed9238430abd2560d0
